is_synthetic,synthetic_notice,outer_fold,subject_id,region_id,condition,metric_name,metric_direction,value,n_valid,replicate_id,seed,mapping_scope,pcmci_feature_count,null_feature_count,input_count_preserved,lag_identity_preserved
True,MOCK DATA / NOT A SCIENTIFIC RESULT,3,MOCK_S04,mouth,time_shuffle,velocity_rmse,lower_is_better,1.21,120,MOCK_R000,20260908,outer_train_only,8,8,True,True
=======
=======
>>>>>>> Stashed changes
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.072567,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.028289,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.036331,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.075599,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,random_region,velocity_rmse,lower_is_better,1.091531,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.05883,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,time_shuffle,velocity_rmse,lower_is_better,1.147068,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.090262,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.038943,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.046719,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.090855,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,random_region,velocity_rmse,lower_is_better,1.107371,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.069089,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,time_shuffle,velocity_rmse,lower_is_better,1.158231,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.112458,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.063195,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.074531,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.129444,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,random_region,velocity_rmse,lower_is_better,1.133701,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.098977,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.199367,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.104584,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.072019,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.063684,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.118163,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,random_region,velocity_rmse,lower_is_better,1.132158,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.104687,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.196084,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.104599,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.041482,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.057943,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.105093,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,random_region,velocity_rmse,lower_is_better,1.1185,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.08379,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,time_shuffle,velocity_rmse,lower_is_better,1.180286,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.10992,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.060402,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.070567,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.117801,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,random_region,velocity_rmse,lower_is_better,1.126635,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.096541,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,time_shuffle,velocity_rmse,lower_is_better,1.183016,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.113978,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.071267,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.075283,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.118929,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,random_region,velocity_rmse,lower_is_better,1.136299,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.107488,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.197856,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.136974,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.077943,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.086828,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.139678,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,random_region,velocity_rmse,lower_is_better,1.15558,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.121193,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.215802,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.092751,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.050605,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.061373,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.102346,240,MOCK_R000,20260908,outer_train_only,11,11,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,random_region,velocity_rmse,lower_is_better,1.122041,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.086248,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,time_shuffle,velocity_rmse,lower_is_better,1.178385,240,MOCK_R000,20260908,outer_train_only,11,11,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.117683,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.069042,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.078918,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.131205,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,random_region,velocity_rmse,lower_is_better,1.141914,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.122796,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,time_shuffle,velocity_rmse,lower_is_better,1.202653,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.140059,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.095632,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.094106,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.146317,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,random_region,velocity_rmse,lower_is_better,1.15838,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.12299,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.209949,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.139341,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.091391,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.09974,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.137505,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,random_region,velocity_rmse,lower_is_better,1.159358,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.136904,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.225146,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.093589,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.054565,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.059151,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.106172,240,MOCK_R000,20260908,outer_train_only,12,12,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,random_region,velocity_rmse,lower_is_better,1.110614,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,matched_sparsity,velocity_rmse,lower_is_better,1.078248,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,time_shuffle,velocity_rmse,lower_is_better,1.171414,240,MOCK_R000,20260908,outer_train_only,12,12,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.131602,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.081125,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.096041,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.137946,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,random_region,velocity_rmse,lower_is_better,1.15882,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,matched_sparsity,velocity_rmse,lower_is_better,1.125084,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,time_shuffle,velocity_rmse,lower_is_better,1.208057,240,MOCK_R000,20260908,outer_train_only,8,8,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.152924,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.09971,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.119685,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.15968,240,MOCK_R000,20260908,outer_train_only,9,9,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,random_region,velocity_rmse,lower_is_better,1.162418,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.14054,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,time_shuffle,velocity_rmse,lower_is_better,1.22918,240,MOCK_R000,20260908,outer_train_only,9,9,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.168902,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.12097,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.126394,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.166925,240,MOCK_R000,20260908,outer_train_only,10,10,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,random_region,velocity_rmse,lower_is_better,1.189664,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,matched_sparsity,velocity_rmse,lower_is_better,1.15595,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,time_shuffle,velocity_rmse,lower_is_better,1.240369,240,MOCK_R000,20260908,outer_train_only,10,10,True,True
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.14181,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.077177,240,MOCK_R000,20260908,outer_train_only,8,8,True,False
