condition,outer_fold,group_id,subject_id,target,selected_mean,random_mean,enrichment,status,n_blocks,scalar_count,n_repeats,n_targets,target_set,is_synthetic,synthetic_notice,protocol_id
non_speaking,0,MOCK_G02,MOCK_S03,mouth,0.00020028341312733336,0.00012040328081572773,7.988013231160563e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S03,right_brow,-0.00047109467127763333,-0.000546484832174523,7.539016089688972e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S03,right_cheek,-0.000593210271141,-0.0004221625662791598,-0.0001710477048618402,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S03,right_eyelid,0.0003270697345097,-1.2604913344677285e-05,0.0003396746478543773,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,jaw,-8.643907888616213e-05,-0.00024480052717378557,0.00015836144828762342,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,left_brow,2.2566582791066684e-05,0.00016206788228633967,-0.00013950129949527297,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,left_cheek,-0.0007139121439689,-0.0004164283440449964,-0.00029748379992390356,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,left_eyelid,-0.0004611338113069334,-0.000127792221695604,-0.0003333415896113294,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,mouth,0.0002448960337627333,0.0001873184315798075,5.757760218292582e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,right_brow,-0.0005758184530005667,-0.0005301551521418719,-4.566330085869477e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,right_cheek,-0.0004207460516441667,-0.00027496248542534,-0.00014578356621882668,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G02,MOCK_S04,right_eyelid,0.0002926689225189333,-0.00012015128716499896,0.00041282020968393227,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,jaw,-0.0001766449425629539,-0.0003376122957697068,0.0001609673532067529,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,left_brow,-9.030594458133334e-05,5.9008137244868114e-05,-0.00014931408182620147,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,left_cheek,-0.0008267111747212334,-0.00045029090298122967,-0.00037642027174000374,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,left_eyelid,-0.00028396248458201575,-1.4060486547913245e-06,-0.00028255643592722444,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,mouth,0.00022399463077633336,0.00019824287772725817,2.5751753049075183e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,right_brow,-0.000627498783723538,-0.00048250002487444134,-0.00014499875884909665,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,right_cheek,-0.00021404156787949903,-0.00011364580557552045,-0.00010039576230397858,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S05,right_eyelid,0.00020600349452000002,-0.00024334897938313183,0.0004493524739031319,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,jaw,-0.00031151275558970003,-0.00043055307698939736,0.00011904032139969733,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,left_brow,-0.00023876446176163333,-6.283590809747777e-05,-0.00017592855366415557,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,left_cheek,-0.0008858036925847001,-0.0004435908909843546,-0.0004422128016003455,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,left_eyelid,-0.0001188954063457333,0.00010146958606194396,-0.00022036499240767727,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,mouth,0.0001401135948897,0.0001518519801909516,-1.1738385301251586e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,right_brow,-0.0006198691869447885,-0.0004092978525424918,-0.0002105713344022967,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,right_cheek,1.8393159671387452e-06,4.222708792672598e-05,-4.0387771959587235e-05,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G03,MOCK_S06,right_eyelid,7.758203009193336e-05,-0.0003672597062737535,0.00044484173636568687,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,jaw,-0.0004746891787103667,-0.000519314102702027,4.462492399166031e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,left_brow,,,,unevaluable_empty_selected,0.0,0.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,left_cheek,-0.0008840244594611333,-0.0004030105256904669,-0.0004810139337706664,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,left_eyelid,1.4052285098500004e-05,0.00017268652192219572,-0.00015863423682369572,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,mouth,3.4238854014333156e-06,5.586601122998067e-05,-5.244212582854735e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,right_brow,-0.0005538547861738667,-0.0003184131098582497,-0.00023544167631561698,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,right_cheek,0.00020072005522426664,0.00017930470368861335,2.1415351535653286e-05,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S07,right_eyelid,-7.702378076436365e-05,-0.0004791184084354886,0.00040209462767112496,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,jaw,-0.0006463883242028,-0.000582987560331135,-6.340076387166505e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,left_brow,,,,unevaluable_empty_selected,0.0,0.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,left_cheek,-0.0008215892155055,-0.00032364864206410176,-0.0004979405734413982,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,left_eyelid,9.876007401976666e-05,0.000196990239869005,-9.823016584923834e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,mouth,-0.0001695002451523643,-8.134435721674285e-05,-8.815588793562146e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,right_brow,-0.00043746012947423334,-0.00022194847501472124,-0.0002155116544595121,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,right_cheek,0.0003584854505158,0.0002693510845489206,8.91343659668794e-05,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G04,MOCK_S08,right_eyelid,-0.00023906727626846666,-0.000561452176319831,0.00032238490005136427,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,jaw,-0.0008057908852716999,-0.000617604978019704,-0.00018818590725199597,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,left_brow,,,,unevaluable_empty_selected,0.0,0.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,left_cheek,-0.0007060685196453334,-0.0002196442764035923,-0.0004864242432417411,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,left_eyelid,0.00012495675353206667,0.00017459782028346926,-4.964106675140259e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,mouth,-0.0003576909549344333,-0.00024138743981719734,-0.00011630351511723598,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,right_brow,-0.00028479860139543335,-0.0001320959232694466,-0.00015270267812598676,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,right_cheek,0.00045600572599556666,0.00030772235003768977,0.0001482833759578769,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S09,right_eyelid,-0.00038889994135406664,-0.0006058498512969873,0.00021694990994292068,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,jaw,-0.0009335685722315001,-0.0006189688355223293,-0.0003145997367091708,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_brow,,,,unevaluable_empty_selected,0.0,0.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_cheek,-0.0005514697846805667,-0.00010360843379298638,-0.0004478613508875803,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,left_eyelid,8.946585641293335e-05,0.00010822444647009166,-1.875859005715831e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,mouth,-0.0005383292595419667,-0.00040485728072017926,-0.00013347197882178748,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_brow,-0.00011438111053740001,-5.975048753457454e-05,-5.4630623002825466e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_cheek,0.0004814561021740667,0.0002897658086925477,0.00019169029348151898,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G05,MOCK_S10,right_eyelid,-0.0005083538799991999,-0.0006069280121874181,9.85741321882182e-05,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,jaw,-0.0010142277560442334,-0.0005869137588781248,-0.0004273139971661086,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_brow,,,,unevaluable_empty_selected,0.0,0.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_cheek,-0.00037653881440750003,1.0389009067800486e-05,-0.0003869278234753005,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,left_eyelid,-3.4091837157666557e-06,5.918193615810332e-06,-9.327377331576987e-06,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,mouth,-0.0006895119382464999,-0.0005519324139552404,-0.00013757952429125947,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_brow,5.31284427916324e-05,-1.3684382823069011e-05,6.681282561470141e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_cheek,0.0004317506045219,0.0002176587732902544,0.0002140918312316456,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S11,right_eyelid,-0.0005829447557243333,-0.0005645559270513421,-1.838882867299127e-05,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,jaw,-0.0010379881417128618,-0.0005253265727599057,-0.0005126615689529561,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,left_brow,,,,unevaluable_empty_selected,0.0,0.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,left_cheek,-0.00020248678915940927,0.00010852534077277576,-0.000311012129932185,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,left_eyelid,-0.0001424068433996,-0.00011991583714073044,-2.249100625886956e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,mouth,-0.0007929073996993333,-0.000664779306851061,-0.0001281280928482723,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,right_brow,0.0001974187590107237,5.16664948400167e-07,0.00019690209406232354,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,right_cheek,0.0003129162519975634,0.00010014455171293666,0.00021277170028462673,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,1,MOCK_G06,MOCK_S12,right_eyelid,-0.0006036280836463686,-0.0004838714050343682,-0.00011975667861200041,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,jaw,-0.0010019686737877903,-0.00044265843365101247,-0.0005593102401367778,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,left_brow,-0.0007879639659511333,-0.0003521565618780211,-0.00043580740407311223,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,left_cheek,-5.041831316469998e-05,0.0001823922544815052,-0.00023281056764620518,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,left_eyelid,-0.0003106730205842039,-0.00026070799223646166,-4.9965028347742245e-05,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,mouth,-0.0008359784712370333,-0.000722191029253695,-0.00011378744198333823,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,right_brow,0.00030099397725034824,-9.504805099808597e-06,0.00031049878235015686,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,right_cheek,0.00013936225342912108,-4.8140592222007094e-05,0.00018750284565112818,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S13,right_eyelid,-0.0005678959156428972,-0.0003832276685008274,-0.00018466824714206986,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,jaw,-0.0009105368775189668,-0.0003479239659183295,-0.0005626129116006373,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,left_brow,-0.0006740551401249999,-0.0002497941738548348,-0.00042426096627016515,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,left_cheek,6.122761525463333e-05,0.00021548178815746215,-0.00015425417290282882,evaluable,3.0,14.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,left_eyelid,-0.0004878046715850667,-0.0003866715909650299,-0.00010113308062003679,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,mouth,-0.0008135025884153333,-0.0007285148754537856,-8.498771296154767e-05,evaluable,3.0,18.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,right_brow,0.0003512951285143667,-5.935418614811819e-05,0.0004106493146624849,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,right_cheek,-6.786717496788406e-05,-0.0002116885028694695,0.00014382132790158545,evaluable,3.0,38.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G07,MOCK_S14,right_eyelid,-0.00048008094053423337,-0.0002600323109356396,-0.00022004862959859378,evaluable,3.0,24.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,jaw,-0.0007747792764409667,-0.0002526050277721416,-0.000522174248668825,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,left_brow,-0.0005249500439001334,-0.00012812114926216546,-0.0003968288946379679,evaluable,3.0,20.0,1000.0,,,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
