condition,target,source,band,n_subjects,n_groups,n_missing,median,mean,n_positive,fraction_positive,ci_low,ci_high,ci_status,estimand,is_synthetic,synthetic_notice,protocol_id
non_speaking,left_cheek,right_brow,100–250 ms,30,15,0,0.00023991919900836098,0.0001826642237779673,18,0.6,-0.00014101696628968883,0.00043826257678857504,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_brow,250–500 ms,30,15,0,0.0002493250791507967,0.00021336611194560352,20,0.6666666666666666,1.0078253523760634e-05,0.00037389456832210416,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,0–100 ms,24,12,6,-0.00019068900868395,-0.0001598376242677642,8,0.3333333333333333,-0.00040962425560625,-5.138565198868064e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,100–250 ms,24,12,6,-0.00027753466162335004,-0.0002216024685651535,9,0.375,-0.000674454564241175,-2.4983847850279284e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_cheek,250–500 ms,24,12,6,-0.0001930200222554625,-0.00015789182793175596,9,0.375,-0.00044230542852611877,-3.4405571833226e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,0–100 ms,30,15,0,7.763306142069472e-06,-2.8752322887605245e-05,15,0.5,-0.00021051229214151667,7.627846995799986e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,100–250 ms,30,15,0,0.0003620282333456782,0.00029582701576087917,19,0.6333333333333333,-3.3695755516286246e-05,0.00048624318974013753,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_cheek,right_eyelid,250–500 ms,30,15,0,0.00040954594659856156,0.0003679682950058953,24,0.8,0.00016101163354478542,0.0004875591065974853,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,jaw,0–100 ms,30,15,0,-0.00023157333981380004,-0.00018503180315971552,9,0.3,-0.0003955225799433167,-9.233627796702195e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,jaw,100–250 ms,30,15,0,-0.0004651667324755375,-0.0003807889885712791,8,0.26666666666666666,-0.0007623994409648125,-0.000212736108325525,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,jaw,250–500 ms,30,15,0,-0.0004335164946630875,-0.00038052308206108104,5,0.16666666666666666,-0.0006201933934630125,-0.0002749775292915875,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,left_brow,0–100 ms,30,15,0,-0.00016533398909196668,-0.0001063541976634824,11,0.36666666666666664,-0.0002586591359779,4.19991700659196e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,left_brow,100–250 ms,30,15,0,5.274211627439891e-05,0.00015966986500066228,16,0.5333333333333333,-0.00011645224020534048,0.0004286279478126125,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,left_brow,250–500 ms,30,15,0,0.00021902688806260716,0.000286182823320667,22,0.7333333333333333,0.0001127644315428624,0.00045510185333489934,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,left_cheek,0–100 ms,30,15,0,-2.2518168569830854e-05,-6.245940862221796e-05,14,0.4666666666666667,-0.00016199655565038332,0.00015311221554443273,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,left_cheek,100–250 ms,30,15,0,-0.00014866351310847053,-0.00022107521170381273,12,0.4,-0.00040153164921523745,0.0001697465918852753,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,left_cheek,250–500 ms,30,15,0,-0.00028615681550866253,-0.0003316349575318633,6,0.2,-0.000444970560111875,-8.617946022731274e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,mouth,0–100 ms,30,15,0,-0.00020577560501645,-0.00017043324293548648,11,0.36666666666666664,-0.00027772618419535,5.869090230321694e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,mouth,100–250 ms,30,15,0,-0.0005463277714204625,-0.0004822536348313493,9,0.3,-0.0006767709836599125,-0.0001626253159782002,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,mouth,250–500 ms,30,15,0,-0.000589733670706175,-0.0005494919315902636,0,0.0,-0.0006716584846141874,-0.0003487494775198125,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_brow,0–100 ms,30,15,0,-0.00014649011903669997,-0.00012450032916334701,10,0.3333333333333333,-0.00035306310408453334,-3.1980974094690646e-06,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_brow,100–250 ms,30,15,0,8.237360778337664e-05,0.00012224012255355606,16,0.5333333333333333,-0.00029213406177307504,0.000342155694358025,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_brow,250–500 ms,30,15,0,0.00023390895664424425,0.0002589471073278627,20,0.6666666666666666,-1.3004544765317437e-06,0.00039706500542505054,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_cheek,0–100 ms,24,12,6,9.822682258529642e-05,-1.617384632169152e-05,14,0.5833333333333334,-3.9623467199718443e-05,0.00010737383462426849,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_cheek,100–250 ms,24,12,6,0.0002544575719683375,4.7054227827576595e-05,14,0.5833333333333334,4.541104124675024e-06,0.0002710406995313625,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_cheek,250–500 ms,24,12,6,-0.00024401410801970616,-0.0003742737059008729,0,0.0,-0.0004009740584007416,-0.00023359908054309294,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_eyelid,0–100 ms,30,15,0,-4.1883917624972764e-05,-7.346492945363355e-05,14,0.4666666666666667,-0.00025200276745113333,6.751940557274035e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_eyelid,100–250 ms,30,15,0,-1.8927203650693386e-05,-7.618217888112218e-05,15,0.5,-0.00039986336894877504,0.000179416174129475,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,left_eyelid,right_eyelid,250–500 ms,30,15,0,-4.096684874090891e-05,-7.692581594612016e-05,14,0.4666666666666667,-0.000280213674367925,8.360264043037195e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,jaw,0–100 ms,30,15,0,-3.461208059160643e-05,-8.768908673469201e-05,14,0.4666666666666667,-0.00024183722202698334,6.569740208667883e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,jaw,100–250 ms,30,15,0,2.5837405019485307e-05,-7.038885551058424e-05,16,0.5333333333333333,-0.0003498525951735125,0.00020769405284573752,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,jaw,250–500 ms,30,15,0,3.2751986875438057e-06,-5.715967064486431e-05,15,0.5,-0.00023267677477670624,0.00011749020286693556,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_brow,0–100 ms,30,15,0,-3.5504139400519344e-05,-7.54453794529031e-05,14,0.4666666666666667,-0.00017498252648106668,0.0001401262447137254,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_brow,100–250 ms,30,15,0,-0.00025869610469308644,-0.000331107803288421,10,0.3333333333333333,-0.00051156424079985,5.971400030068152e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_brow,250–500 ms,30,15,0,-0.00042641437794028753,-0.000471892519963472,0,0.0,-0.0005852281225434811,-0.00022643702265891832,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_cheek,0–100 ms,30,15,0,-0.00013083900875465824,-9.841045304518568e-05,12,0.4,-0.00023711655433591663,7.948284663152846e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_cheek,100–250 ms,30,15,0,0.00011527998730596111,0.0001740715220414473,16,0.5333333333333333,-7.739649414492619e-05,0.0004965841926901624,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_cheek,250–500 ms,30,15,0,0.00025830377613144046,0.0002952277789973805,22,0.7333333333333333,0.00013729337922138176,0.0004977817492060776,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_eyelid,0–100 ms,30,15,0,-0.00016879905513163333,-0.00013345669305066653,12,0.4,-0.00024074963431051666,4.284564011514287e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_eyelid,100–250 ms,30,15,0,-0.00023301845748995,-0.0001689443209008379,12,0.4,-0.0003634616697293875,0.0001506839979522625,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,left_eyelid,250–500 ms,30,15,0,-0.00019036108458266875,-0.00015011934546677947,12,0.4,-0.0002722858984906938,5.062310860363205e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_brow,0–100 ms,30,15,0,-3.229824177191185e-05,-6.88138708015897e-05,15,0.5,-0.0002505738400554834,3.621692204402195e-05,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_brow,100–250 ms,30,15,0,1.9592788372333207e-05,-4.660842921247687e-05,15,0.5,-0.0003761312004896125,0.00014380774476676567,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,right_brow,250–500 ms,30,15,0,-0.00025949042849381836,-0.0003010680800864996,8,0.26666666666666666,-0.0005080247415475875,-0.00018147726849490278,nominal_fixed_oof_group,gain,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
