condition,outer_fold,group_id,subject_id,target,source,band,gain,status,n_lags,support_sha256,is_synthetic,synthetic_notice,protocol_id
non_speaking,0,MOCK_G01,MOCK_S01,jaw,mouth,100–250 ms,0.0,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,mouth,250–500 ms,0.0,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_brow,0–100 ms,0.0002565789577108333,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_brow,100–250 ms,0.000270837609459775,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_brow,250–500 ms,-9.38409136317982e-05,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_cheek,0–100 ms,-0.00027511500156856666,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_cheek,100–250 ms,-0.00014628599543464158,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_cheek,250–500 ms,9.402735198635723e-05,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_eyelid,0–100 ms,-0.00032007326080960003,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_eyelid,100–250 ms,-0.0005072718900931251,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,jaw,right_eyelid,250–500 ms,-0.0003626058571846375,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,jaw,0–100 ms,0.0001959379833073,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,jaw,100–250 ms,0.00064744978107305,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,jaw,250–500 ms,0.0005429572843667796,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,left_cheek,0–100 ms,-0.00044263965399940003,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,left_cheek,100–250 ms,-0.000975751797828275,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,left_cheek,250–500 ms,-0.0008594332805756374,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,left_eyelid,0–100 ms,0.0002373610163427,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,left_eyelid,100–250 ms,0.00032248593504085,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,left_eyelid,250–500 ms,9.748430918764863e-06,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,mouth,0–100 ms,-0.0002044435426981,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,mouth,100–250 ms,-0.00023640656648897502,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,mouth,250–500 ms,-0.000142114346039625,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_brow,0–100 ms,0.00020452387545373332,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_brow,100–250 ms,0.00045938029827335,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_brow,250–500 ms,0.0002755616614416825,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_cheek,0–100 ms,-0.0005047335317776668,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_cheek,100–250 ms,-0.000960394057986325,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_cheek,250–500 ms,-0.0007445438435615625,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_eyelid,0–100 ms,-4.3273261743797566e-05,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_eyelid,100–250 ms,-2.075811677478088e-06,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_brow,right_eyelid,250–500 ms,-0.00040512981006025087,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,jaw,0–100 ms,-0.0005022769698413667,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,jaw,100–250 ms,-0.0008342291980345499,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,jaw,250–500 ms,-0.0009277634538491875,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,left_brow,0–100 ms,-0.00040566310411456664,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,left_brow,100–250 ms,-0.000662442483897775,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,left_brow,250–500 ms,-0.0004600606944521,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,left_eyelid,0–100 ms,-0.00017167520430593332,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,left_eyelid,100–250 ms,4.124577404275815e-05,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,left_eyelid,250–500 ms,0.00021180661433751438,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,mouth,0–100 ms,-0.0003472263349201,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,mouth,100–250 ms,-0.0007373450323191,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,mouth,250–500 ms,-0.0006558780381346,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_brow,0–100 ms,-0.0004609285401398,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_brow,100–250 ms,-0.0005892260631474751,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_brow,250–500 ms,-0.00027141931328368747,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_cheek,0–100 ms,4.3078488540180454e-05,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_cheek,100–250 ms,0.000146275453640275,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_cheek,250–500 ms,7.31537726797023e-05,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_eyelid,0–100 ms,0.0002043056782682,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_eyelid,100–250 ms,0.00071835084608735,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_cheek,right_eyelid,250–500 ms,0.0006333342391353714,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,jaw,0–100 ms,4.6758955713045495e-05,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,jaw,100–250 ms,3.943738764187912e-05,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,jaw,250–500 ms,-0.00011660005318541244,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,left_brow,0–100 ms,0.00030647636551063334,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,left_brow,100–250 ms,0.000908113385339375,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,left_brow,250–500 ms,0.0007562425149806788,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,left_cheek,0–100 ms,-0.0002407905534738667,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,left_cheek,100–250 ms,-0.0005443816762557251,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,left_cheek,250–500 ms,-0.0005346874697243624,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,mouth,0–100 ms,0.0002597414527672,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,mouth,100–250 ms,0.00029763402933984996,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,mouth,250–500 ms,-5.968375637371732e-05,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_brow,0–100 ms,-3.1980974094690646e-06,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_brow,100–250 ms,0.000342155694358025,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_brow,250–500 ms,0.00039706500542505054,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_cheek,0–100 ms,0.00016423051393390728,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_cheek,100–250 ms,0.000374119340051825,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_cheek,250–500 ms,-0.0001688605763499568,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_eyelid,0–100 ms,-0.0004992283881524,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_eyelid,100–250 ms,-0.000848072465806575,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,left_eyelid,right_eyelid,250–500 ms,-0.0005617112411754124,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,jaw,0–100 ms,3.505727013945285e-05,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,jaw,100–250 ms,0.0001521448511541,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,jaw,250–500 ms,8.260254613726461e-05,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_brow,0–100 ms,-0.00025377652430456666,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_brow,100–250 ms,-0.000654414267840325,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_brow,250–500 ms,-0.0006749450321559625,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_cheek,0–100 ms,-0.0002781109857521334,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_cheek,100–250 ms,-0.0001517175820205789,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_cheek,250–500 ms,9.061604592726312e-05,evaluable,8,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_eyelid,0–100 ms,0.000296718002652,evaluable,3,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,0,MOCK_G01,MOCK_S01,mouth,left_eyelid,100–250 ms,0.000610943343270325,evaluable,4,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
