subject_id,group_id,outer_fold,condition,target,model,error,residual_scale,coordinates_key,n_points,n_valid,support_sha256,metric_name,status,reason,self_scalar_count,added_blocks,added_scalar_count,is_synthetic,synthetic_notice,protocol_id,n_targets
MOCK_S01,MOCK_G01,0,speaking,left_eyelid,full,0.0068683676841431,0.0068683676841431,MOCK_S01_speaking_left_eyelid,4.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,240.0,105.0,750.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,left_eyelid,pcmci,0.0057962751889349,0.0057962751889349,MOCK_S01_speaking_left_eyelid,4.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,240.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_eyelid,persistence,0.0065529773353355,,MOCK_S01_speaking_right_eyelid,4.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,240.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_eyelid,self,0.0068999999999999,0.0069,MOCK_S01_speaking_right_eyelid,4.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,240.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_eyelid,full,0.0064770080072538,0.0064770080072538,MOCK_S01_speaking_right_eyelid,4.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,240.0,105.0,750.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_eyelid,pcmci,0.0056085063778896,0.0056085063778896,MOCK_S01_speaking_right_eyelid,4.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,240.0,3.0,24.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,left_cheek,persistence,0.0066360469866286,,MOCK_S01_speaking_left_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,left_cheek,self,0.0072,0.0072,MOCK_S01_speaking_left_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,left_cheek,full,0.0059688777542228,0.0059688777542228,MOCK_S01_speaking_left_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,105.0,810.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,left_cheek,pcmci,0.0061944029222659,0.0061944029222659,MOCK_S01_speaking_left_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,3.0,14.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_cheek,persistence,0.0067002051037236,,MOCK_S01_speaking_right_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_cheek,self,0.0074999999999999,0.0075,MOCK_S01_speaking_right_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_cheek,full,0.0060869681528031,0.0060869681528031,MOCK_S01_speaking_right_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,105.0,810.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,right_cheek,pcmci,0.0072911128576437,0.0072911128576437,MOCK_S01_speaking_right_cheek,2.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120.0,3.0,38.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,mouth,persistence,0.0067832383249334,,MOCK_S01_speaking_mouth,8.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,mouth,self,0.0078,0.0078,MOCK_S01_speaking_mouth,8.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,mouth,full,0.0069985260516209,0.0069985260516209,MOCK_S01_speaking_mouth,8.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480.0,105.0,630.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,mouth,pcmci,0.0081661447436528,0.0081661447436528,MOCK_S01_speaking_mouth,8.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480.0,3.0,18.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,jaw,persistence,0.0067712771040129,,MOCK_S01_speaking_jaw,3.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,jaw,self,0.0081,0.0081,MOCK_S01_speaking_jaw,3.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,jaw,full,0.0081412879388469,0.0081412879388469,MOCK_S01_speaking_jaw,3.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180.0,105.0,780.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,speaking,jaw,pcmci,0.0082908169161918,0.0082908169161918,MOCK_S01_speaking_jaw,3.0,900.0,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,persistence,0.0063734196919327,,MOCK_S01_non_speaking_left_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,self,0.0064,0.0064,MOCK_S01_non_speaking_left_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,full,0.0058499999999999,0.00585,MOCK_S01_non_speaking_left_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,105.0,780.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,pcmci,0.0064092569599879,0.0064092569599879,MOCK_S01_non_speaking_left_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,persistence,0.0065598567160985,,MOCK_S01_non_speaking_right_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,self,0.0067,0.0067,MOCK_S01_non_speaking_right_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,full,0.0069073238863271,0.0069073238863271,MOCK_S01_non_speaking_right_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,105.0,780.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,pcmci,0.0058962751889349,0.0058962751889349,MOCK_S01_non_speaking_right_brow,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,persistence,0.0064523369276404,,MOCK_S01_non_speaking_left_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,self,0.007,0.007,MOCK_S01_non_speaking_left_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,full,0.0072683676841431,0.0072683676841431,MOCK_S01_non_speaking_left_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,105.0,750.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,pcmci,0.0057085063778896,0.0057085063778896,MOCK_S01_non_speaking_left_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,persistence,0.0065598990703812,,MOCK_S01_non_speaking_right_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,self,0.0073,0.0073,MOCK_S01_non_speaking_right_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,full,0.0068770080072538,0.0068770080072538,MOCK_S01_non_speaking_right_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,105.0,750.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,pcmci,0.0062944029222659,0.0062944029222659,MOCK_S01_non_speaking_right_eyelid,4.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240.0,3.0,24.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,persistence,0.0065190252971214,,MOCK_S01_non_speaking_left_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,self,0.0075999999999999,0.0076,MOCK_S01_non_speaking_left_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,full,0.0063688777542228,0.0063688777542228,MOCK_S01_non_speaking_left_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,105.0,810.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,pcmci,0.0073911128576437,0.0073911128576437,MOCK_S01_non_speaking_left_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,3.0,14.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,persistence,0.0067009755571303,,MOCK_S01_non_speaking_right_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,self,0.0078999999999999,0.0078999999999999,MOCK_S01_non_speaking_right_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,full,0.0064869681528031,0.0064869681528031,MOCK_S01_non_speaking_right_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,105.0,810.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,pcmci,0.0082661447436528,0.0082661447436528,MOCK_S01_non_speaking_right_cheek,2.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120.0,3.0,38.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,mouth,persistence,0.006674025505075,,MOCK_S01_non_speaking_mouth,8.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,mouth,self,0.0081999999999999,0.0081999999999999,MOCK_S01_non_speaking_mouth,8.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,mouth,full,0.0073985260516209,0.0073985260516209,MOCK_S01_non_speaking_mouth,8.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480.0,105.0,630.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,mouth,pcmci,0.0083908169161918,0.0083908169161918,MOCK_S01_non_speaking_mouth,8.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480.0,3.0,18.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,jaw,persistence,0.0067404437561375,,MOCK_S01_non_speaking_jaw,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,jaw,self,0.0084999999999999,0.0084999999999999,MOCK_S01_non_speaking_jaw,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,jaw,full,0.0085412879388469,0.0085412879388469,MOCK_S01_non_speaking_jaw,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,105.0,780.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S01,MOCK_G01,0,non_speaking,jaw,pcmci,0.0079263249712626,0.0079263249712626,MOCK_S01_non_speaking_jaw,3.0,900.0,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,left_brow,persistence,0.0065091302778369,,MOCK_S02_speaking_left_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,left_brow,self,0.0062524412954423,0.0062524412954423,MOCK_S02_speaking_left_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,left_brow,full,0.0062106195214979,0.0062106195214979,MOCK_S02_speaking_left_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,105.0,780.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,left_brow,pcmci,0.0065483864730491,0.0065483864730491,MOCK_S02_speaking_left_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,right_brow,persistence,0.0064701495080756,,MOCK_S02_speaking_right_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,right_brow,self,0.0065524412954423,0.0065524412954423,MOCK_S02_speaking_right_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,0.0,0.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,right_brow,full,0.0069020575381797,0.0069020575381797,MOCK_S02_speaking_right_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,105.0,780.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
MOCK_S02,MOCK_G01,0,speaking,right_brow,pcmci,0.0061625679168599,0.0061625679168599,MOCK_S02_speaking_right_brow,3.0,900.0,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180.0,3.0,20.0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1,
