condition,outer_fold,group_id,subject_id,delta,response,n_pairs,n_edges,is_synthetic,synthetic_notice,protocol_id
non_speaking,2,MOCK_G08,MOCK_S15,-1,-1.0379309038237414e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,1,-9.176236129918957e-06,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,2,-3.3843736529037664e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S15,3,-6.679582540260003e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,-3,-4.812128863793759e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,-2,-1.8168081621049918e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,-1,-3.644473745999699e-07,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,1,-1.7056884215356255e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,2,-4.6232999445650156e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G08,MOCK_S16,3,-7.966327256636255e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,-3,-1.6670786535218887e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,-2,2.849709465481073e-06,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,-1,9.694605200312478e-06,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,1,-2.471948284459382e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,2,-5.7958172284287574e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S17,3,-9.125012395073121e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,-3,1.1859252103462478e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,-2,2.167178446554999e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,-1,1.8578142548600037e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,1,-3.1234906882793734e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,2,-6.759752420379373e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,2,MOCK_G09,MOCK_S18,3,-0.00010015142082363113,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,-3,3.400942958808759e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,-2,3.601588068750624e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,-1,2.5208995130756153e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,1,-3.581313136174997e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,2,-7.398223969054378e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S19,3,-0.00010528784022188135,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,-3,4.709393557696237e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,-2,4.414271085015001e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,-1,2.878314173969382e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,1,-3.7899025621237646e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,2,-7.633814278615016e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G10,MOCK_S20,3,-0.00010603656779795644,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,-3,4.952621386640618e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,-2,4.5066859621668734e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,-1,2.8867200749812573e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,1,-3.723966544075632e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,2,-7.437956946365631e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S21,3,-0.0001023068169083124,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,-3,4.101133958786876e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,-2,3.867626973618138e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,-1,2.5450979621625134e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,1,-3.39150012582688e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,2,-6.834400569749371e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G11,MOCK_S22,3,-9.455083690935626e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,-3,2.258178019721264e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,-2,2.5745829449787803e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,-1,1.894871079376263e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,1,-2.8328163814006187e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,2,-5.8963291202906065e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S23,3,-8.370907585421219e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,-3,-3.527795926994094e-06,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,-2,7.843413795006072e-06,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,-1,1.014882410496252e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,0,0.0,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,1,-2.1156582703912667e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,2,-4.7374880522506454e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,3,MOCK_G12,MOCK_S24,3,-7.109614686427507e-05,8,16,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,4,MOCK_G13,MOCK_S25,-3,-1.3546030213341942e-05,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,4,MOCK_G13,MOCK_S25,-2,1.1583042636248025e-06,6,12,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
