condition,target,model,n_subjects,n_groups,n_missing,median,mean,n_positive,fraction_positive,ci_low,ci_high,ci_status,estimand,is_synthetic,synthetic_notice,protocol_id
non_speaking,mouth,persistence,30,15,0,0.006703326544753,0.0067021784355852905,30,1.0,0.006689888146329,0.0067133861145822,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,mouth,self,30,15,0,0.0082211680012089,0.008212680819803593,30,1.0,0.00807521133586675,0.0083950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,full,30,15,0,0.00609852620873225,0.0061513112848093545,30,1.0,0.0056190257196672005,0.0066055607393852,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,pcmci,30,15,0,0.00590244201856755,0.006156895224492103,30,1.0,0.0057779338860956,0.0059969093825604,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,persistence,30,15,0,0.00649924831899115,0.006482813222205136,30,1.0,0.0064595919402277,0.0065071840736399,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_brow,self,30,15,0,0.00672116800120895,0.006712680819803596,30,1.0,0.00657521133586675,0.0068950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,full,24,12,0,0.00718426402980855,0.007299993509650572,24,1.0,0.0068666217705867,0.0077476969023058,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,pcmci,24,12,0,0.007252005639946,0.0074348532936222385,24,1.0,0.006979589674168,0.00767389400277625,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,persistence,24,12,0,0.00665773433686955,0.0066467070192559,24,1.0,0.0066294524102696,0.00668076841954395,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_cheek,self,24,12,0,0.0079211680012089,0.007912247572618571,24,1.0,0.00773791089566645,0.0080950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,full,30,15,0,0.006725190493540201,0.006730802033178663,30,1.0,0.00625197880207805,0.00704621094715145,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,pcmci,30,15,0,0.0071955271303466,0.006889717863947673,30,1.0,0.006516884575270851,0.0073960335902011,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,persistence,30,15,0,0.00655248304066555,0.0065603998840707495,30,1.0,0.006545468005908,0.006565871694426149,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,right_eyelid,self,30,15,0,0.00732116800120895,0.0073126808198035985,30,1.0,0.00717521133586675,0.0074950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,whole_face,full,24,12,0,0.006928134616159275,0.006928698621535524,24,1.0,0.006744747459479613,0.007090136813933188,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,whole_face,pcmci,24,12,0,0.007028692212372775,0.007011815366694142,24,1.0,0.006894024381709388,0.007179397254408925,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,whole_face,persistence,24,12,0,0.006588174552598474,0.0065871555936707306,24,1.0,0.006572050906339144,0.0066030069164243685,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
non_speaking,whole_face,self,24,12,0,0.007471168001208925,0.007462247572618573,24,1.0,0.00728791089566645,0.0076450863520470995,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,full,30,15,0,0.007513460042139149,0.007563013972173443,30,1.0,0.00709953897894015,0.00807100502371305,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,pcmci,30,15,0,0.00790992653180565,0.007650585752164059,30,1.0,0.00722316387521875,0.0081976063954693,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,persistence,30,15,0,0.00672982353816445,0.0067287352576507605,30,1.0,0.00671567920667375,0.0067546373122983,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,jaw,self,30,15,0,0.00812116800120895,0.008112680819803595,30,1.0,0.00797521133586675,0.0082950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,full,30,15,0,0.0054401950825984004,0.005490417184563576,30,1.0,0.0050873209267373,0.00598788215078065,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,pcmci,30,15,0,0.0056401845741061996,0.005623688457341803,30,1.0,0.0052009415858781,0.00601766436426375,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,persistence,30,15,0,0.00640376566532235,0.006416010675660632,30,1.0,0.0063796033865719,0.0064542328883958,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_brow,self,30,15,0,0.00602116800120895,0.006012680819803597,30,1.0,0.00587521133586675,0.0061950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_cheek,full,30,15,0,0.006770558696073899,0.006668254792668197,30,1.0,0.006139778786324,0.007050950185288099,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_cheek,pcmci,30,15,0,0.0070955271303466,0.00678971786394767,30,1.0,0.0064168845752708495,0.0072960335902011,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_cheek,persistence,30,15,0,0.0065752505896129,0.00658317271559663,30,1.0,0.0065577667401951,0.006584492582519801,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_cheek,self,30,15,0,0.00722116800120895,0.0072126808198035965,30,1.0,0.00707521133586675,0.0073950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_eyelid,full,30,15,0,0.0060598761641308,0.006022658483095534,30,1.0,0.005571901142550399,0.0063406064125421,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_eyelid,pcmci,30,15,0,0.00580244201856755,0.0060568952244921025,30,1.0,0.0056779338860956,0.0058969093825604,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_eyelid,persistence,30,15,0,0.0065066708503475,0.006505492618265854,30,1.0,0.006491448389122,0.00651938497660255,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,left_eyelid,self,30,15,0,0.0066211680012088995,0.006612680819803594,30,1.0,0.00647521133586675,0.0067950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,full,30,15,0,0.0073059748751582,0.00729806397416246,30,1.0,0.006914129366828749,0.00770699627826165,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,pcmci,30,15,0,0.0073312567439771,0.007445963654334813,30,1.0,0.0070039591926835,0.00779664000605005,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,persistence,30,15,0,0.0067085007857405,0.006706265215449117,30,1.0,0.006685290013412349,0.0067340684533267,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,mouth,self,30,15,0,0.00782116800120895,0.007812680819803597,30,1.0,0.007675211335866751,0.0079950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,full,30,15,0,0.00569852620873225,0.0057513112848093535,30,1.0,0.0052190257196671995,0.0062055607393852,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,pcmci,30,15,0,0.0060755762982396,0.0058212429457773635,30,1.0,0.00538814689233225,0.006315977038784,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,persistence,30,15,0,0.0064642289863052,0.006460372033828307,30,1.0,0.0064350061681519004,0.006495196507932699,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_brow,self,30,15,0,0.00632116800120895,0.006312680819803598,30,1.0,0.00617521133586675,0.0064950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_cheek,full,24,12,0,0.00678426402980855,0.006899993509650572,24,1.0,0.0064666217705867,0.0073476969023058,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_cheek,pcmci,24,12,0,0.0069168602146674,0.007071971920055795,24,1.0,0.00678546940858895,0.0071040968888473,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_cheek,persistence,24,12,0,0.00665230614135295,0.006638697924059787,24,1.0,0.0066304781379011996,0.00668888745039245,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_cheek,self,24,12,0,0.0075211680012089,0.00751224757261857,24,1.0,0.00733791089566645,0.0076950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_eyelid,full,30,15,0,0.0063251904935402,0.006330802033178663,30,1.0,0.0058519788020780505,0.00664621094715145,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_eyelid,pcmci,30,15,0,0.0063052712360251,0.006389806291680968,30,1.0,0.00602316419544455,0.0065182309532137,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_eyelid,persistence,30,15,0,0.0065569682935664,0.006567182977990563,30,1.0,0.0065418885196705506,0.0065910478029671,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,right_eyelid,self,30,15,0,0.0069211680012089,0.006912680819803592,30,1.0,0.00677521133586675,0.0070950863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,whole_face,full,24,12,0,0.006528134616159275,0.0065286986215355265,24,1.0,0.006344747459479612,0.0066901368139331875,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,whole_face,pcmci,24,12,0,0.006631574601507318,0.006604475164181246,24,1.0,0.006462666189348713,0.006774102223550512,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,whole_face,persistence,24,12,0,0.006579391522747037,0.00657603677251993,24,1.0,0.006562321033708806,0.006592404647797288,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
speaking,whole_face,self,24,12,0,0.0070711680012089315,0.007062247572618574,24,1.0,0.0068879108956664496,0.0072450863520471,nominal_fixed_oof_group,error,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
