path,sha256,bytes,metric_name,config_sha256,seed,git_sha,code_sha256,is_synthetic,synthetic_notice,protocol_id
figures/N_F4_models.png,0096dbd172c3ed3bbfa8c4ed8d8d5533283edca8950059f0053a255797fc08aa,156196,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_F4_targets_non_speaking.png,53896ced519e0a580f171e9f37e930f3bfcfe9a04531554f5186c54f03b9d5ac,76966,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_F4_targets_speaking.png,263f7193494147597dcdf9bb93733d8e893332cd1fa901ea4d9dc5da42522022,76485,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_F5_enrichment.png,9ca89b67b868cb7800cbbab4fc6a178dae68a23ccb5f472e30bece19c890a240,125206,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_F5_random_non_speaking.png,008f0e02cf3d185169aa8411df5f08cf2a76aac6aac7c2b87fbf36a2569ca073,703704,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_F5_random_speaking.png,dc1dda1a637375505e90a23d0f25f55d0583e29665a85ff70ed4df10ed79e300,741189,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_SF1_quality.png,3264b4a93d5c16a4476fc621b7661d6e7ca36fd7421198b98e76c267539ab0b4,173610,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_SF2_exact_lag_non_speaking.png,d07dccdf5c2f9f80b71223d61b0ef39e08dd82671afd116cfe95aebb826ad984,211648,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_SF2_exact_lag_speaking.png,fd409a315af787d976bface9c1a96e5fd7776ba2a598feedbcfa86af1a6ca96d,211974,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_SF2_stability_non_speaking.png,16beeff385125f69127cab4b9e3aeec321475f971ccae553e9d582b17bd6a1b8,425115,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
figures/N_SF2_stability_speaking.png,f7eccd83de247c7e28c06499660808445f4d1aabd9b13442260993565c0a7d0a,411213,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/cells.csv.gz,6d6e727cab23fb4ccd93dfe9a3cae06c49f2add92fdf01b3429bf667922f2532,1450179,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/config.json,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,1419,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/coordinates.npz,7493d7662d789cd3ecaf00649c8fcdb20e6d39d28ab6519ddfcc808e46dc7f09,72271368,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/matched_memberships.csv.gz,8589e4321c8e68b940ff02f11d0e1c2ff3b321fd2e706088e60eeee14e079c47,3986576,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/metrics.csv,d2f7e13ebfed36cdb98bd581de432fc2a655aa9d98db9a4d93adf87b2593f852,595364,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/mock_discovery_history.npz,3e647bc50db77443e8b2b8455ab4f34880ed9816fdb99ad26ce0bd2b383a125f,2192665,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/quality.csv,ee48424585484c1cf207e07c83707ab778141e1d099c64f23e9d4a97b4208fb4,12538,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/selection.csv,c5ad0f829087456a8a81a4aceb6e22525f3937095f3884e617befc1d4eb79938,1244445,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
input/subjects.csv,0c55f705407b257e98f47a8c6e9800f9c819fc13bbb9740d556cbe9ed302f118,2776,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
seed_registry.json,cd6ae1893e05e1352bc986467e4e2e8141bea8408f330b3ae598e5f28fdbc682,5606949,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
supplement.md,7773370e370c4e29ba6527e55ebdbb524034d825d51780b8bce928b3ccec78d4,6361,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST1_configuration.csv,e406022bddbbd360c83cd5d89c149e72108e20836535f77a2b59840d0e649904,1074,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST1_point_mapping.csv,8efcd52aadf972a9a9bf4f7140afbfcc34bbc9432ba753a24e7d3ad37c55aab1,872,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_band_subject.csv,fa60dbe6a760663b70ecde3f8141b12c56fcc129c5b60c2b895486e696ac1bfe,2332356,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_band_summary.csv,705732497f0255c03e780a46505355fb4cfd71094d14f6d0c3560137cc702a28,86804,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_cell_summary.csv,11148a00d069f8a318491e18c69b18bb56059a47567f64a028ac6d32ecb2a809,408442,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_centered_edge_subject.csv,c1570809b55ebf9830095d98bb054416ff72e4e05ca2b25058477acc6d1502f3,1385065,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_centered_subject.csv,3bc4274d57b337e209001c43854ff70ae09915368e4818c315ff1a38b8db7b01,54110,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_centered_summary.csv,7aed7ddde2c40612890ef39a272ad159d0cd9c90a5383b7ea44db4a3db5c6062,3224,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_enrichment_repeats.csv.gz,a7dc10d5f160cd690abbd33b579f49694d43b372970e789c52606b6dff5d062c,23758287,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_enrichment_subject.csv,0ef44d27698cf043c6ecf9f52c5578f156bf71dbff0caa7c1fc37c6e09f683a2,115356,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_model_subject.csv,8d7b970946f1bc132a81c83e4ddc70f0c220dc8457ceb32ede12921dba24d289,623254,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_paired_subject.csv,17dcc600dc42b0d7e59b0d14cb81de61a58805bbb0d848d440cdd4cf42feedcf,300539,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_stability_band.csv,45cdd6c5acf4c7930637594e7b7e34e77d5bb71061d670db537aa9f22635922d,244831,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_ST2_status_audit.csv,90f105cf9c6c6b179ffb935db6855b152452162d57350ea3aacdb656bc1d46ed,1148,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_T1_dataset_support.csv,0c2276bc4b2d9b27335e8a3462eaa6a9b3b461c23eb83c50a217912d647a95d4,431,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_T2_model_errors.csv,e90a7b7529531762031ecddae59c5d0c464c0e75863bc315e352e6399c83d378,16282,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_T2_paired_effects.csv,4919a831877b81cc0f470b966a64aea03e888219557ef57b904b32fc53b4330c,18186,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_T3_boundary.csv,9ac5c1aca29136270c74f3764c0c9822ea94d61bc04c4d58b09aceed4defbe66,1299,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
tables/N_T3_enrichment.csv,cc0792efc184d3e75afa5fbc3cd4473ad404848e52a7a0133a0fa3fa1acade29,5289,displacement_mean_euclidean_error,5cd79c78f7c2526315805ee30f071309d32623097a289d3c326047de422293e8,20260911,5465796462eab4acd62979537547bf2706a94f0e,89b450661c99d8107d3ab65d2aa7d134b5b9fe6428a670c63c47e257d139c750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
