is_synthetic,synthetic_notice,outer_fold,subject_id,region_id,condition,metric_name,metric_direction,value,replicate_id,seed,mapping_scope,pcmci_feature_count,null_feature_count,input_count_preserved,lag_identity_preserved,pcmci_error,null_error,null_minus_pcmci
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.147683,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.087917,1.147683,0.059766
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.119912,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.058898,1.119912,0.061014
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.142722,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.083945,1.142722,0.058777
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.083628,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.033536,1.083628,0.050092
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.165561,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.100696,1.165561,0.064865
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_+1,velocity_rmse,lower_is_better,1.124028,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.060683,1.124028,0.063345
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.152054,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.094321,1.152054,0.057733
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_+1,velocity_rmse,lower_is_better,1.117088,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.064175,1.117088,0.052913
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_+1,velocity_rmse,lower_is_better,1.185284,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.113338,1.185284,0.071946
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.090855,MOCK_R000,20260908,outer_train_only,10,10,True,False,0.982833,1.090855,0.108022
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.129444,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.017683,1.129444,0.111761
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.075599,MOCK_R000,20260908,outer_train_only,9,9,True,False,0.969543,1.075599,0.106056
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.118163,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.014571,1.118163,0.103592
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.117801,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.004617,1.117801,0.113184
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.118929,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.017945,1.118929,0.100984
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.105093,MOCK_R000,20260908,outer_train_only,10,10,True,False,0.995405,1.105093,0.109688
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.139678,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.033091,1.139678,0.106587
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.131205,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.02821,1.131205,0.102995
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.146317,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.033723,1.146317,0.112594
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.102346,MOCK_R000,20260908,outer_train_only,11,11,True,False,0.998417,1.102346,0.103929
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.137505,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.040563,1.137505,0.096942
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.137946,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.029222,1.137946,0.108724
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.15968,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.050269,1.15968,0.109411
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.106172,MOCK_R000,20260908,outer_train_only,12,12,True,False,0.996065,1.106172,0.110107
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.166925,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.065741,1.166925,0.101184
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.173213,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.060244,1.173213,0.112969
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.156724,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.053584,1.156724,0.10314
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.131542,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.028554,1.131542,0.102988
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.163345,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.054398,1.163345,0.108947
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.149202,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.036014,1.149202,0.113188
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.17831,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.066534,1.17831,0.111776
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.14521,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.031502,1.14521,0.113708
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.19512,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.087917,1.19512,0.107203
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.175857,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.058898,1.175857,0.116959
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.192657,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.083945,1.192657,0.108712
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.142162,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.033536,1.142162,0.108626
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.1954,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.100696,1.1954,0.094704
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_+2,velocity_rmse,lower_is_better,1.164845,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.060683,1.164845,0.104162
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.193886,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.094321,1.193886,0.099565
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_+2,velocity_rmse,lower_is_better,1.169479,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.064175,1.169479,0.105304
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_+2,velocity_rmse,lower_is_better,1.22287,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.113338,1.22287,0.109532
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.038943,MOCK_R000,20260908,outer_train_only,10,10,True,False,0.982833,1.038943,0.05611
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.063195,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.017683,1.063195,0.045512
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.028289,MOCK_R000,20260908,outer_train_only,9,9,True,False,0.969543,1.028289,0.058746
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.072019,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.014571,1.072019,0.057448
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.060402,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.004617,1.060402,0.055785
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.071267,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.017945,1.071267,0.053322
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.041482,MOCK_R000,20260908,outer_train_only,10,10,True,False,0.995405,1.041482,0.046077
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.077943,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.033091,1.077943,0.044852
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.069042,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.02821,1.069042,0.040832
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.095632,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.033723,1.095632,0.061909
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.050605,MOCK_R000,20260908,outer_train_only,11,11,True,False,0.998417,1.050605,0.052188
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.091391,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.040563,1.091391,0.050828
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.081125,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.029222,1.081125,0.051903
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.09971,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.050269,1.09971,0.049441
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.054565,MOCK_R000,20260908,outer_train_only,12,12,True,False,0.996065,1.054565,0.0585
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.12097,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.065741,1.12097,0.055229
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.109536,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.060244,1.109536,0.049292
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.104308,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.053584,1.104308,0.050724
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.077177,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.028554,1.077177,0.048623
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.098915,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.054398,1.098915,0.044517
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.096671,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.036014,1.096671,0.060657
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.12494,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.066534,1.12494,0.058406
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.083046,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.031502,1.083046,0.051544
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S06,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.145612,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.087917,1.145612,0.057695
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.119464,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.058898,1.119464,0.060566
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.132181,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.083945,1.132181,0.048236
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.090437,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.033536,1.090437,0.056901
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S07,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.154146,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.100696,1.154146,0.05345
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,jaw,lag_shift_-1,velocity_rmse,lower_is_better,1.105731,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.060683,1.105731,0.045048
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,left_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.155076,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.094321,1.155076,0.060755
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,mouth,lag_shift_-1,velocity_rmse,lower_is_better,1.122811,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.064175,1.122811,0.058636
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S08,right_cheek,lag_shift_-1,velocity_rmse,lower_is_better,1.157615,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.113338,1.157615,0.044277
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.090262,MOCK_R000,20260908,outer_train_only,10,10,True,False,0.982833,1.090262,0.107429
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.112458,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.017683,1.112458,0.094775
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.072567,MOCK_R000,20260908,outer_train_only,9,9,True,False,0.969543,1.072567,0.103024
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S01,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.104584,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.014571,1.104584,0.090013
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.10992,MOCK_R000,20260908,outer_train_only,11,11,True,False,1.004617,1.10992,0.105303
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.113978,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.017945,1.113978,0.096033
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.104599,MOCK_R000,20260908,outer_train_only,10,10,True,False,0.995405,1.104599,0.109194
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,1,MOCK_S02,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.136974,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.033091,1.136974,0.103883
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.117683,MOCK_R000,20260908,outer_train_only,12,12,True,False,1.02821,1.117683,0.089473
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.140059,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.033723,1.140059,0.106336
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.092751,MOCK_R000,20260908,outer_train_only,11,11,True,False,0.998417,1.092751,0.094334
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,2,MOCK_S03,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.139341,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.040563,1.139341,0.098778
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.131602,MOCK_R000,20260908,outer_train_only,8,8,True,False,1.029222,1.131602,0.10238
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,left_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.152924,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.050269,1.152924,0.102655
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,mouth,lag_shift_-2,velocity_rmse,lower_is_better,1.093589,MOCK_R000,20260908,outer_train_only,12,12,True,False,0.996065,1.093589,0.097524
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,3,MOCK_S04,right_cheek,lag_shift_-2,velocity_rmse,lower_is_better,1.168902,MOCK_R000,20260908,outer_train_only,10,10,True,False,1.065741,1.168902,0.103161
True,FAKE DATA - NOT FOR SCIENTIFIC CONCLUSIONS,0,MOCK_S05,jaw,lag_shift_-2,velocity_rmse,lower_is_better,1.163736,MOCK_R000,20260908,outer_train_only,9,9,True,False,1.060244,1.163736,0.103492
