subject_id,group_id,outer_fold,condition,original_seconds,after_calibration_seconds,after_qc_seconds,after_boundary_history_seconds,common_support_seconds,missing_fraction,available_targets,observed_displacement_amplitude,amplitude_target,provenance,is_synthetic,synthetic_notice,protocol_id
MOCK_S23,MOCK_G12,3,speaking,90.0,80.0,72.0,60.0,30.0,0.04,8,0.024311132186611056,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S23,MOCK_G12,3,non_speaking,90.0,80.0,72.0,60.0,30.0,0.04,8,0.024933834706481906,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S24,MOCK_G12,3,speaking,90.0,80.0,72.0,60.0,30.0,0.045,8,0.024112660246670335,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S24,MOCK_G12,3,non_speaking,90.0,80.0,72.0,60.0,30.0,0.045,8,0.024164201888333223,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S25,MOCK_G13,4,speaking,90.0,80.0,72.0,60.0,30.0,0.05,7,0.024066186306557127,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S25,MOCK_G13,4,non_speaking,90.0,80.0,72.0,60.0,30.0,0.05,7,0.024223880531565652,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S26,MOCK_G13,4,speaking,90.0,80.0,72.0,60.0,30.0,0.03,7,0.02465535567920762,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S26,MOCK_G13,4,non_speaking,90.0,80.0,72.0,60.0,30.0,0.03,7,0.024553028134822824,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S27,MOCK_G14,4,speaking,90.0,80.0,72.0,60.0,30.0,0.034999999999999996,7,0.024480204942812025,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S27,MOCK_G14,4,non_speaking,90.0,80.0,72.0,60.0,30.0,0.034999999999999996,7,0.024114367717429797,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S28,MOCK_G14,4,speaking,90.0,80.0,72.0,60.0,30.0,0.04,7,0.02501810210870638,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S28,MOCK_G14,4,non_speaking,90.0,80.0,72.0,60.0,30.0,0.04,7,0.023839921193108734,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S29,MOCK_G15,4,speaking,90.0,80.0,72.0,60.0,30.0,0.045,7,0.024487278562534687,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S29,MOCK_G15,4,non_speaking,90.0,80.0,72.0,60.0,30.0,0.045,7,0.024455623617067983,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S30,MOCK_G15,4,speaking,90.0,80.0,72.0,60.0,30.0,0.05,7,0.02387534706699616,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S30,MOCK_G15,4,non_speaking,90.0,80.0,72.0,60.0,30.0,0.05,7,0.024095747702682024,jaw,simulated_QC_counts_not_video_measurements,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
