subject_id,group_id,outer_fold,condition,target,model,error,residual_scale,coordinates_key,n_points,n_valid,support_sha256,metric_name,status,reason,self_scalar_count,added_blocks,added_scalar_count,is_synthetic,synthetic_notice,protocol_id
MOCK_S01,MOCK_G01,0,speaking,left_cheek,persistence,0.006636046986628625,,MOCK_S01_speaking_left_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,left_cheek,self,0.007200000000000001,0.0072,MOCK_S01_speaking_left_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,left_cheek,full,0.005968877754222864,0.005968877754222864,MOCK_S01_speaking_left_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,105,810,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,left_cheek,pcmci,0.00619440292226593,0.00619440292226593,MOCK_S01_speaking_left_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,3,14,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,right_cheek,persistence,0.006700205103723646,,MOCK_S01_speaking_right_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,right_cheek,self,0.007499999999999999,0.0075,MOCK_S01_speaking_right_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,right_cheek,full,0.0060869681528031745,0.0060869681528031745,MOCK_S01_speaking_right_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,105,810,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,right_cheek,pcmci,0.007291112857643741,0.007291112857643742,MOCK_S01_speaking_right_cheek,2,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,120,3,38,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,mouth,persistence,0.006783238324933436,,MOCK_S01_speaking_mouth,8,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,mouth,self,0.0078,0.0078,MOCK_S01_speaking_mouth,8,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,mouth,full,0.006998526051620966,0.006998526051620966,MOCK_S01_speaking_mouth,8,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480,105,630,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,mouth,pcmci,0.008166144743652811,0.008166144743652811,MOCK_S01_speaking_mouth,8,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,480,3,18,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,jaw,persistence,0.0067712771040129,,MOCK_S01_speaking_jaw,3,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,jaw,self,0.0081,0.0081,MOCK_S01_speaking_jaw,3,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,jaw,full,0.00814128793884691,0.00814128793884691,MOCK_S01_speaking_jaw,3,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180,105,780,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,speaking,jaw,pcmci,0.00829081691619181,0.00829081691619181,MOCK_S01_speaking_jaw,3,900,047b3e189ba903ae23b99980ceb550decad5e53bcbddf8e02301da3031b8ecc7,displacement_mean_euclidean_error,evaluable,,180,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,persistence,0.006373419691932771,,MOCK_S01_non_speaking_left_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,self,0.0064,0.0064,MOCK_S01_non_speaking_left_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,full,0.005849999999999999,0.00585,MOCK_S01_non_speaking_left_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,105,780,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_brow,pcmci,0.0064092569599879185,0.006409256959987919,MOCK_S01_non_speaking_left_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,persistence,0.006559856716098519,,MOCK_S01_non_speaking_right_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,self,0.0067,0.0067,MOCK_S01_non_speaking_right_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,full,0.006907323886327107,0.006907323886327107,MOCK_S01_non_speaking_right_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,105,780,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_brow,pcmci,0.00589627518893493,0.00589627518893493,MOCK_S01_non_speaking_right_brow,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,persistence,0.006452336927640455,,MOCK_S01_non_speaking_left_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,self,0.007000000000000001,0.007,MOCK_S01_non_speaking_left_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,full,0.007268367684143114,0.007268367684143113,MOCK_S01_non_speaking_left_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,105,750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_eyelid,pcmci,0.005708506377889623,0.005708506377889622,MOCK_S01_non_speaking_left_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,persistence,0.0065598990703812,,MOCK_S01_non_speaking_right_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,self,0.0073,0.0073,MOCK_S01_non_speaking_right_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,full,0.006877008007253881,0.00687700800725388,MOCK_S01_non_speaking_right_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,105,750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_eyelid,pcmci,0.0062944029222659304,0.00629440292226593,MOCK_S01_non_speaking_right_eyelid,4,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,240,3,24,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,persistence,0.006519025297121471,,MOCK_S01_non_speaking_left_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,self,0.007599999999999998,0.0076,MOCK_S01_non_speaking_left_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,full,0.006368877754222863,0.006368877754222865,MOCK_S01_non_speaking_left_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,105,810,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,left_cheek,pcmci,0.007391112857643742,0.0073911128576437425,MOCK_S01_non_speaking_left_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,3,14,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,persistence,0.006700975557130345,,MOCK_S01_non_speaking_right_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,self,0.007899999999999999,0.007899999999999999,MOCK_S01_non_speaking_right_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,full,0.006486968152803174,0.006486968152803174,MOCK_S01_non_speaking_right_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,105,810,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,right_cheek,pcmci,0.00826614474365281,0.00826614474365281,MOCK_S01_non_speaking_right_cheek,2,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,120,3,38,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,mouth,persistence,0.0066740255050750695,,MOCK_S01_non_speaking_mouth,8,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,mouth,self,0.008199999999999999,0.008199999999999999,MOCK_S01_non_speaking_mouth,8,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,mouth,full,0.007398526051620966,0.007398526051620965,MOCK_S01_non_speaking_mouth,8,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480,105,630,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,mouth,pcmci,0.00839081691619181,0.008390816916191809,MOCK_S01_non_speaking_mouth,8,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,480,3,18,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,jaw,persistence,0.006740443756137522,,MOCK_S01_non_speaking_jaw,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,jaw,self,0.008499999999999999,0.008499999999999999,MOCK_S01_non_speaking_jaw,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,jaw,full,0.008541287938846906,0.008541287938846908,MOCK_S01_non_speaking_jaw,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,105,780,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S01,MOCK_G01,0,non_speaking,jaw,pcmci,0.007926324971262676,0.007926324971262676,MOCK_S01_non_speaking_jaw,3,900,d82d4dd61fdebcd36329339ad9f7cd3ac6d8ae6de7b34fda6274be20911ab84e,displacement_mean_euclidean_error,evaluable,,180,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_brow,persistence,0.00650913027783693,,MOCK_S02_speaking_left_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_brow,self,0.006252441295442371,0.006252441295442369,MOCK_S02_speaking_left_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_brow,full,0.006210619521497902,0.006210619521497901,MOCK_S02_speaking_left_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,105,780,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_brow,pcmci,0.006548386473049186,0.006548386473049186,MOCK_S02_speaking_left_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,right_brow,persistence,0.006470149508075654,,MOCK_S02_speaking_right_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,right_brow,self,0.00655244129544237,0.006552441295442369,MOCK_S02_speaking_right_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,right_brow,full,0.006902057538179724,0.0069020575381797235,MOCK_S02_speaking_right_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,105,780,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,right_brow,pcmci,0.006162567916859919,0.006162567916859917,MOCK_S02_speaking_right_brow,3,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,180,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_eyelid,persistence,0.006432529072671159,,MOCK_S02_speaking_left_eyelid,4,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_eyelid,self,0.006852441295442369,0.006852441295442369,MOCK_S02_speaking_left_eyelid,4,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_eyelid,full,0.006766392530081686,0.006766392530081686,MOCK_S02_speaking_left_eyelid,4,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,240,105,750,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,left_eyelid,pcmci,0.005721469222227476,0.005721469222227476,MOCK_S02_speaking_left_eyelid,4,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,240,3,20,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
MOCK_S02,MOCK_G01,0,speaking,right_eyelid,persistence,0.0065764598191140385,,MOCK_S02_speaking_right_eyelid,4,900,099881c2612ad5c4d865ff3443cf621535cb1c9064270bcf7308773ea1ff93e7,displacement_mean_euclidean_error,evaluable,,240,0,0,True,MOCK DATA / NOT A SCIENTIFIC RESULT,displacement-report-draft-v1
