output_id,relative_path,sha256,source_artifacts,config_sha256,seed,metric,aggregation_unit,code_version,schema_version,is_synthetic
F08,artifacts/mock_analysis/figures/F08_region_lag_stability_heatmap.png,283defe2f7f7adef84d8c111f0bd53ae061bebaccfcc112bd450756e174873c2,"[""F08_region_lag_stability_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,region_relation_lag,issue23-analysis-v2,2,True
F08,artifacts/mock_analysis/figures/F08_region_lag_stability_heatmap.svg,92c5b5961f8fb0987bf11531712c5875cd92516d2509582636f675e7a52860f1,"[""F08_region_lag_stability_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,region_relation_lag,issue23-analysis-v2,2,True
F08,artifacts/mock_analysis/tables/F08_region_lag_stability_source.csv,cc6edf61c3680c7baef6b5a244feaf27093016a547612c4a4d5c29f885613933,"[""mock_edge_stability.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,region_relation_lag,issue23-analysis-v2,2,True
F09,artifacts/mock_analysis/figures/F09_outer_fold_effect_distribution.png,200fb838a689ebe4d4e939d497d6111434a84efde082a2cc691ff985dc9f2f7f,"[""F09_outer_fold_effect_distribution_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_fold,issue23-analysis-v2,2,True
F09,artifacts/mock_analysis/figures/F09_outer_fold_effect_distribution.svg,3ab33e1d2ad13981cdc4d3f19f0035fe68205e49071037cfa00d0490b1252feb,"[""F09_outer_fold_effect_distribution_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_fold,issue23-analysis-v2,2,True
F09,artifacts/mock_analysis/tables/F09_outer_fold_effect_distribution_source.csv,44b58ddbebd62e02c8c9fc77b9342654aecced2f66a2ccd1ff3850426930b81c,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_fold,issue23-analysis-v2,2,True
F10,artifacts/mock_analysis/figures/F10_sensitivity_forest_plot.png,77777e625b12aadd3766fe38f506faef46bfeb11e6e03c85d58d440eaaee1f2c,"[""F10_sensitivity_forest_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,sensitivity_analysis,issue23-analysis-v2,2,True
F10,artifacts/mock_analysis/figures/F10_sensitivity_forest_plot.svg,514c5f27e8c6138200c85d426657914ef9ac495b3ac38e0c24db51c0f9c03422,"[""F10_sensitivity_forest_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,sensitivity_analysis,issue23-analysis-v2,2,True
F10,artifacts/mock_analysis/tables/F10_sensitivity_forest_source.csv,81aaa62ffa36714d61f328862b996b7d8b16279ce47479c32e25e14cc6572b71,"[""mock_sensitivity.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,sensitivity_analysis,issue23-analysis-v2,2,True
F11,artifacts/mock_analysis/figures/F11_forecast_trajectory_example.png,a52a66d592bf046d6462fea1155ccdd3bdc003bc8bd9b5729d86d7c7ee0c179c,"[""F11_forecast_trajectory_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,predeclared_lexicographic_example,issue23-analysis-v2,2,True
F11,artifacts/mock_analysis/figures/F11_forecast_trajectory_example.svg,96bea4bd86575e79154d834432b1787cb84dda62aec1aaf43d9b13ebabf476c1,"[""F11_forecast_trajectory_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,predeclared_lexicographic_example,issue23-analysis-v2,2,True
F11,artifacts/mock_analysis/tables/F11_forecast_trajectory_source.csv,f241b55880bbe28edd80c6b4169404e064bd215f2073e0e66d660dcd360cff4a,"[""mock_prediction_trajectory.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,predeclared_lexicographic_example,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12a_subject_frame_counts.png,c975d9254560329eb2455bb54d3dc43a78139f14e4f5a0f82be512ce0aa2ec64,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12a_subject_frame_counts.svg,ad3998b2782682fb4629bb89fb00e86730735bb71802d9312f5b81a0a9ed47ea,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12b_sequence_length.png,d00b811ad8157eff65645de14cb4596eba5e18935650d100419072d3486e4ce8,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12b_sequence_length.svg,6ee0662f393df23f2cd4dbabe006ad6168d7ad5b647cd91dce65529d80d29eef,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12c_missing_ratio.png,bd8d45cebbbb28ecb0c8c973cd3c38c054005366d1ba75f0ebc25186c17f9885,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12c_missing_ratio.svg,a2ea3a2ef8be01dfc0537246248baeb720517038b07e38fbd2aa26706a91d8aa,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12d_valid_frame_ratio.png,930415937dd5c818b5f9abf1d06ee9d5228b39c6000cb6addf3b637716b7435e,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12d_valid_frame_ratio.svg,476d83123f17fde1291019fc5358c75cef4dc5933b881ce2e35ff4d3ec3b2860,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12e_motion_magnitude.png,6a298907bf5ac06c8bf1909864cd6124d3f1d7f4d46f6d88a0307683f88e87d6,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12e_motion_magnitude.svg,128ec2f99cb5d5ab366cf54283638db009b64ae007accf1ae8d9ad2cc3689bfd,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12f_active_interval_ratio.png,bdb32a7b6e6d7a2a66818a5b8331b6d4f844ef2e425032411cf400ab0693ab7c,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/figures/F12_data_quality/F12f_active_interval_ratio.svg,1ee316edd2d6cc1b267a97d0d9a069da3642f53221c3583284c9e516b9668252,"[""F12_data_quality_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject,issue23-analysis-v2,2,True
F12,artifacts/mock_analysis/tables/F12_data_quality_source.csv,76e35ae85681932ee5816bffa42e3f4e32f1102ebca74b37f06af6592aac93c3,"[""mock_dataset_summary.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject_and_outer_fold,issue23-analysis-v2,2,True
F13,artifacts/mock_analysis/figures/F13_prediction_error_distribution.png,89e5e978784ef2628b1b0a24b13dd11936ecdc34c13e4de866e76ec0f5626b43,"[""F13_prediction_error_distribution_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject,issue23-analysis-v2,2,True
F13,artifacts/mock_analysis/figures/F13_prediction_error_distribution.svg,8e4ddcb4a587f4b3b8bd57ea32a4aa4a905292186047062bc216b57972153985,"[""F13_prediction_error_distribution_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject,issue23-analysis-v2,2,True
F13,artifacts/mock_analysis/tables/F13_prediction_error_distribution_source.csv,fc58e35b26223d5c83f026030522c926e9f50e981275afb717021ea893641a59,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject,issue23-analysis-v2,2,True
F14,artifacts/mock_analysis/figures/F14_metric_concordance.png,f88eced35986c9aef5c865df0c371c17a1b8133688a29c5b8e81ecd50ccd15ae,"[""F14_metric_concordance_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,outer_test_subject_by_metric,issue23-analysis-v2,2,True
F14,artifacts/mock_analysis/figures/F14_metric_concordance.svg,3d1c16e74330a116771a1179151820a2b38766db1c7b6aa0922e205615f8d645,"[""F14_metric_concordance_source.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,outer_test_subject_by_metric,issue23-analysis-v2,2,True
F14,artifacts/mock_analysis/tables/F14_metric_concordance_source.csv,937df8d96d17e5e580b2e55bd3f911eae5ff8dae7ca49092fa318b56f286db55,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,outer_test_subject_by_metric,issue23-analysis-v2,2,True
T01,artifacts/mock_analysis/tables/T01_dataset_outer_fold_summary.csv,76e35ae85681932ee5816bffa42e3f4e32f1102ebca74b37f06af6592aac93c3,"[""mock_dataset_summary.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject_and_outer_fold,issue23-analysis-v2,2,True
T01,artifacts/mock_analysis/tables/T01_dataset_outer_fold_summary.md,22b656e47d6b8fdb5c2554d09c67cfe9a1bc20a152913ed5c0ea88e1e08c6c8a,"[""mock_dataset_summary.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,subject_and_outer_fold,issue23-analysis-v2,2,True
T02,artifacts/mock_analysis/tables/T02_primary_frozen_configuration.csv,cf60c3338b6ee3a10af76a34dc7f3d267925041997065e68c44f88998da77896,"[""mock_primary_config.json""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,configuration,issue23-analysis-v2,2,True
T02,artifacts/mock_analysis/tables/T02_primary_frozen_configuration.md,44ea4acb793db6192baafd83f652c54511973dcec1a74040a03b02ab39447bbe,"[""mock_primary_config.json""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,configuration,issue23-analysis-v2,2,True
T03,artifacts/mock_analysis/tables/T03_primary_condition_performance.csv,5dccccd3796c86e2ecf58efcf31d98654d6519fb5846c0382c9c4df1af7e0d90,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,outer_test_subject,issue23-analysis-v2,2,True
T03,artifacts/mock_analysis/tables/T03_primary_condition_performance.md,fe3efe06fb532d02240e9fae4b2c28d138866d5ed4bd22ee6ce6de0e3bb240ac,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,outer_test_subject,issue23-analysis-v2,2,True
T04,artifacts/mock_analysis/tables/T04_pcmci_vs_self_paired_effect.csv,9b856c7b0e0586dcc8e1dc117d95a6d55937dd0b85e07a0a91a1ca1d72123ad0,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject_exact_pair,issue23-analysis-v2,2,True
T04,artifacts/mock_analysis/tables/T04_pcmci_vs_self_paired_effect.md,635a7f23f93f075111b0f7c97a4b63c0ebdb3bde6416df0d8dc2cfd91f66bdaa,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject_exact_pair,issue23-analysis-v2,2,True
T05,artifacts/mock_analysis/tables/T05_pcmci_vs_full_sparsity.csv,90c8b8eb097db35ac6f17517ea751bb8f74d818c5f465d6d93d265815795809d,"[""mock_metrics.csv"",""mock_feature_counts.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,target_region_and_outer_test_subject,issue23-analysis-v2,2,True
T05,artifacts/mock_analysis/tables/T05_pcmci_vs_full_sparsity.md,e951956489411afdff6fe97fe84a63cee3e5bd4067c3d7993d6a507e68135068,"[""mock_metrics.csv"",""mock_feature_counts.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,target_region_and_outer_test_subject,issue23-analysis-v2,2,True
T06,artifacts/mock_analysis/tables/T06_region_wise_effect.csv,32130f0b5ce83f2d4255e04683a714c53733af4ca34c39b2471caae28a60f305,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,target_region_outer_test_subject,issue23-analysis-v2,2,True
T06,artifacts/mock_analysis/tables/T06_region_wise_effect.md,d35669a175590bb816c097349e1942a4eb464c992eb84a9af65beb2504d89e5c,"[""mock_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,target_region_outer_test_subject,issue23-analysis-v2,2,True
T07,artifacts/mock_analysis/tables/T07_falsification_distribution.csv,22c5184d7ce181e91df78b015029caef3cc17c2378d14ff6db405c7f4e960f94,"[""mock_metrics.csv"",""mock_null_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_unit_replicate,issue23-analysis-v2,2,True
T07,artifacts/mock_analysis/tables/T07_falsification_summary.csv,e2eea4a831a600d6a2ff8d04f05918ebb570cbbecc96d43a32e8577df253483b,"[""mock_metrics.csv"",""mock_null_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject,issue23-analysis-v2,2,True
T07,artifacts/mock_analysis/tables/T07_falsification_summary.md,8bd8cbcbd7f5e4fc27d624e02cb33afd21e91527dbf36e729c093f7fa810f0d5,"[""mock_metrics.csv"",""mock_null_metrics.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,outer_test_subject,issue23-analysis-v2,2,True
T08,artifacts/mock_analysis/tables/T08_edge_lag_stability.csv,57f82db5846e87c49d975fa1782efabd10b61243406dd63e30a1f07d429b7ba8,"[""mock_edge_stability.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,edge_lag_opportunity,issue23-analysis-v2,2,True
T08,artifacts/mock_analysis/tables/T08_edge_lag_stability.md,880323410d8ab9a07da39aa59c42adc9adff680ae12b87b1119035ce37079e45,"[""mock_edge_stability.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,,edge_lag_opportunity,issue23-analysis-v2,2,True
T09,artifacts/mock_analysis/tables/T09_sensitivity_summary.csv,81aaa62ffa36714d61f328862b996b7d8b16279ce47479c32e25e14cc6572b71,"[""mock_sensitivity.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,sensitivity_analysis,issue23-analysis-v2,2,True
T09,artifacts/mock_analysis/tables/T09_sensitivity_summary.md,613dd538d292ebd40fc0772aaaedaff243447a3b0c6a5e39f5a22c9d767c8454,"[""mock_sensitivity.csv""]",d047174c6c0df08f21f33ea9ab13232fb79db093234af2b2e7e6ee5d3ede1676,20260908,velocity_rmse,sensitivity_analysis,issue23-analysis-v2,2,True
